"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 00:15:41 CDT 2026","Sat May 09 00:15:50 CDT 2026","9402","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v140)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v140_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v140_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:56:38 CDT 2026","Fri May 08 23:56:49 CDT 2026","11783","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Valid] v7","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_positive_flow_S276_v7","test_positive_flow_S276_v7","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:58:41 CDT 2026","Fri May 08 23:58:51 CDT 2026","9334","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v117)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v117_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v117_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:56:19 CDT 2026","Sat May 09 00:56:31 CDT 2026","12342","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v71)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v71_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v71_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:39:48 CDT 2026","Sat May 09 01:40:01 CDT 2026","13074","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] OVERFLOW (v111)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v111_fault_Root1_OVERFLOW","test_negative_flow_S3_v111_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:24:09 CDT 2026","Sat May 09 00:24:22 CDT 2026","12407","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v61","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v61","test_positive_flow_S1040_v61","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:52:04 CDT 2026","Fri May 08 23:52:09 CDT 2026","5051","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v194)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v194_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v194_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:12:28 CDT 2026","Sat May 09 01:12:40 CDT 2026","12667","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v20","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v20","test_positive_flow_S894_v20","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:40:02 CDT 2026","Fri May 08 23:40:08 CDT 2026","5045","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v26)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v26_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v26_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:05:36 CDT 2026","Sat May 09 02:05:49 CDT 2026","13007","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v163)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v163_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v163_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:07:08 CDT 2026","Sat May 09 02:07:22 CDT 2026","13992","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v103)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v103_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v103_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:20:50 CDT 2026","Sat May 09 01:21:03 CDT 2026","12707","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] SPECIAL_CHARACTERS (v24)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v24_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S894_v24_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:02:27 CDT 2026","Sat May 09 00:02:36 CDT 2026","8829","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Valid] v17","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_positive_flow_S276_v17","test_positive_flow_S276_v17","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:54:27 CDT 2026","Fri May 08 23:54:40 CDT 2026","13778","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v135)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v135_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v135_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:49:30 CDT 2026","Fri May 08 23:49:35 CDT 2026","5049","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v168)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v168_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v168_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:45:44 CDT 2026","Sat May 09 01:45:57 CDT 2026","13467","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v25)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v25_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v25_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:10:46 CDT 2026","Sat May 09 00:11:03 CDT 2026","17056","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v92)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v92_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v92_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:43:08 CDT 2026","Sat May 09 00:43:20 CDT 2026","11971","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v131)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v131_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v131_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:51:49 CDT 2026","Sat May 09 01:52:02 CDT 2026","13301","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v93)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v93_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v93_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:29:55 CDT 2026","Sat May 09 00:30:04 CDT 2026","9233","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Valid] v1","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_positive_flow_S749_v1","test_positive_flow_S749_v1","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:20:22 CDT 2026","Sat May 09 01:20:35 CDT 2026","13754","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] EMPTY_INPUT (v56)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v56_fault_Root1_EMPTY_INPUT","test_negative_flow_S894_v56_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:37:37 CDT 2026","Sat May 09 00:37:51 CDT 2026","13616","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v59)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v59_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v59_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:00:34 CDT 2026","Sat May 09 02:00:47 CDT 2026","13041","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v8","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v8","test_positive_flow_S3_v8","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:44:13 CDT 2026","Fri May 08 23:44:22 CDT 2026","9213","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Valid] v19","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_positive_flow_S475_v19","test_positive_flow_S475_v19","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:32:38 CDT 2026","Sat May 09 01:32:50 CDT 2026","12871","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v89","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v89","test_positive_flow_S994_v89","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:22:46 CDT 2026","Fri May 08 23:22:56 CDT 2026","9237","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v136)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v136_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v136_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:29:29 CDT 2026","Fri May 08 23:29:34 CDT 2026","5047","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v155)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v155_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v155_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:31:23 CDT 2026","Sat May 09 00:31:29 CDT 2026","5108","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v106)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v106_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v106_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:33:14 CDT 2026","Sat May 09 00:33:23 CDT 2026","9209","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] OVERFLOW (v67)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v67_fault_Root1_OVERFLOW","test_negative_flow_S749_v67_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:42:08 CDT 2026","Fri May 08 23:42:18 CDT 2026","9238","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v197)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v197_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v197_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:26:33 CDT 2026","Sat May 09 00:26:41 CDT 2026","8792","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v4","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v4","test_positive_flow_S1040_v4","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:36:09 CDT 2026","Fri May 08 23:36:20 CDT 2026","10839","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] OVERFLOW (v169)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v169_fault_Root1_OVERFLOW","test_negative_flow_S475_v169_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:29:49 CDT 2026","Sat May 09 01:30:01 CDT 2026","12601","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v50","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v50","test_positive_flow_S994_v50","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:39:35 CDT 2026","Sat May 09 01:39:48 CDT 2026","13244","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v85)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v85_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v85_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:29:48 CDT 2026","Fri May 08 23:29:53 CDT 2026","5047","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v97)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v97_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v97_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:17:03 CDT 2026","Sat May 09 00:17:17 CDT 2026","13561","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v100)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v100_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v100_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:30:14 CDT 2026","Sat May 09 01:30:27 CDT 2026","13260","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v52","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v52","test_positive_flow_S994_v52","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:43:15 CDT 2026","Fri May 08 23:43:24 CDT 2026","9233","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Valid] v12","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_positive_flow_S475_v12","test_positive_flow_S475_v12","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:26:41 CDT 2026","Sat May 09 00:26:54 CDT 2026","12884","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v5","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v5","test_positive_flow_S1040_v5","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:28:31 CDT 2026","Fri May 08 23:28:41 CDT 2026","9202","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v243)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v243_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v243_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:34:33 CDT 2026","Sat May 09 01:34:47 CDT 2026","13820","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v97)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v97_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v97_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:14:24 CDT 2026","Sat May 09 00:14:39 CDT 2026","15211","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v56)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v56_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v56_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:29:10 CDT 2026","Fri May 08 23:29:19 CDT 2026","9234","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v244)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v244_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v244_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:31:41 CDT 2026","Fri May 08 23:31:46 CDT 2026","5051","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v94)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v94_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v94_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:04:35 CDT 2026","Sat May 09 00:04:40 CDT 2026","5110","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] TYPE_MISMATCH (v114)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v114_fault_Root1_TYPE_MISMATCH","test_negative_flow_S276_v114_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:59:29 CDT 2026","Sat May 09 00:59:42 CDT 2026","12642","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v57)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v57_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v57_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:34:58 CDT 2026","Fri May 08 23:35:07 CDT 2026","9261","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v125)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v125_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v125_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:52:57 CDT 2026","Fri May 08 23:53:06 CDT 2026","9233","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v189)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v189_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v189_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:47:29 CDT 2026","Sat May 09 01:47:43 CDT 2026","13781","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v147)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v147_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v147_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:43:34 CDT 2026","Sat May 09 01:43:48 CDT 2026","14349","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v118)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v118_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v118_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:53:21 CDT 2026","Fri May 08 23:53:30 CDT 2026","9222","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v54)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v54_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v54_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:15:23 CDT 2026","Sat May 09 02:15:36 CDT 2026","13706","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v22","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v22","test_positive_flow_S178_v22","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:23:18 CDT 2026","Sat May 09 00:23:30 CDT 2026","12288","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v35","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v35","test_positive_flow_S1040_v35","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:16:45 CDT 2026","Sat May 09 01:16:58 CDT 2026","12785","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v93","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v93","test_positive_flow_S894_v93","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:07:06 CDT 2026","Sat May 09 00:07:16 CDT 2026","9360","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v143)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v143_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v143_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:54:33 CDT 2026","Sat May 09 00:54:47 CDT 2026","13904","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v69)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v69_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v69_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
