"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 00:12:28 CDT 2026","Sat May 09 00:12:38 CDT 2026","9145","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v129)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v129_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v129_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:24:55 CDT 2026","Fri May 08 23:25:00 CDT 2026","5045","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v217)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v217_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v217_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:54:58 CDT 2026","Fri May 08 23:55:07 CDT 2026","9084","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] TYPE_MISMATCH (v41)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v41_fault_Root1_TYPE_MISMATCH","test_negative_flow_S276_v41_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:48:24 CDT 2026","Fri May 08 23:48:33 CDT 2026","9227","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v201)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v201_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v201_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:31:11 CDT 2026","Fri May 08 23:31:20 CDT 2026","9224","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SEMANTIC_MISMATCH (v24)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v24_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S475_v24_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:38:00 CDT 2026","Sat May 09 00:38:11 CDT 2026","10498","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] OVERFLOW (v71)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v71_fault_Root1_OVERFLOW","test_negative_flow_S749_v71_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:59:42 CDT 2026","Sat May 09 00:59:54 CDT 2026","12677","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] OVERFLOW (v33)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v33_fault_Root1_OVERFLOW","test_negative_flow_S420_v33_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:33:52 CDT 2026","Sat May 09 00:34:04 CDT 2026","12922","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Valid] v13","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_positive_flow_S749_v13","test_positive_flow_S749_v13","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:36:50 CDT 2026","Fri May 08 23:36:59 CDT 2026","9233","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v131)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v131_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v131_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:08:24 CDT 2026","Sat May 09 02:08:36 CDT 2026","12176","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v11","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v11","test_positive_flow_S3_v11","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:15:08 CDT 2026","Sat May 09 00:15:18 CDT 2026","9882","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] TYPE_MISMATCH (v65)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v65_fault_Root1_TYPE_MISMATCH","test_negative_flow_S276_v65_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:18:52 CDT 2026","Sat May 09 02:19:05 CDT 2026","13048","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v38","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v38","test_positive_flow_S178_v38","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:49:35 CDT 2026","Fri May 08 23:49:40 CDT 2026","5054","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v130)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v130_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v130_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:48:19 CDT 2026","Fri May 08 23:48:24 CDT 2026","5046","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] OVERFLOW (v181)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v181_fault_Root1_OVERFLOW","test_negative_flow_S475_v181_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:20:43 CDT 2026","Sat May 09 00:20:56 CDT 2026","12674","ts-admin-basic-info-service","Flow_Scenario_1040 | POST /api/v1/adminbasicservice/adminbasic/stations","[Valid] v18","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_1040","test_positive_flow_S1040_v18","test_positive_flow_S1040_v18","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:06:22 CDT 2026","Sat May 09 01:06:34 CDT 2026","12370","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] SEMANTIC_MISMATCH (v26)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v26_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S894_v26_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:48:58 CDT 2026","Fri May 08 23:49:07 CDT 2026","9225","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v150)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v150_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v150_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:55:40 CDT 2026","Sat May 09 00:55:53 CDT 2026","12556","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] SPECIAL_CHARACTERS (v60)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v60_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S420_v60_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:45:18 CDT 2026","Sat May 09 01:45:31 CDT 2026","13218","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] OVERFLOW (v21)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v21_fault_Root1_OVERFLOW","test_negative_flow_S3_v21_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:05:30 CDT 2026","Sat May 09 01:05:43 CDT 2026","13035","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] SEMANTIC_MISMATCH (v63)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v63_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S894_v63_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:47:15 CDT 2026","Sat May 09 00:47:20 CDT 2026","5102","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v45)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v45_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v45_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:50:29 CDT 2026","Sat May 09 00:50:42 CDT 2026","13148","ts-execute-service","Flow_Scenario_420 | GET /api/v1/executeservice/execute/execute/{orderId}","[Fault: GET__api_v1_executeservice_execute_execute__orderId_] EMPTY_INPUT (v35)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_420","test_negative_flow_S420_v35_fault_Root1_EMPTY_INPUT","test_negative_flow_S420_v35_fault_Root1_EMPTY_INPUT","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:12:05 CDT 2026","Sat May 09 02:12:18 CDT 2026","12825","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v75)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v75_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v75_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:32:09 CDT 2026","Fri May 08 23:32:14 CDT 2026","5046","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] TYPE_MISMATCH (v192)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v192_fault_Root1_TYPE_MISMATCH","test_negative_flow_S475_v192_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:29:31 CDT 2026","Sat May 09 02:29:44 CDT 2026","12974","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v88","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v88","test_positive_flow_S178_v88","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:23:41 CDT 2026","Sat May 09 02:23:53 CDT 2026","12481","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v60","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v60","test_positive_flow_S178_v60","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:14:59 CDT 2026","Sat May 09 00:15:08 CDT 2026","9061","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] TYPE_MISMATCH (v106)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v106_fault_Root1_TYPE_MISMATCH","test_negative_flow_S276_v106_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:26:17 CDT 2026","Fri May 08 23:26:22 CDT 2026","5054","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v138)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v138_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v138_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:09:02 CDT 2026","Sat May 09 02:09:15 CDT 2026","13271","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Valid] v14","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_positive_flow_S3_v14","test_positive_flow_S3_v14","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:32:31 CDT 2026","Sat May 09 00:32:36 CDT 2026","5172","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] OVERFLOW (v105)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v105_fault_Root1_OVERFLOW","test_negative_flow_S749_v105_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:47:57 CDT 2026","Sat May 09 01:48:11 CDT 2026","14298","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v88)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v88_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v88_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Fri May 08 23:58:51 CDT 2026","Fri May 08 23:59:04 CDT 2026","13763","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v22)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v22_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v22_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:10:29 CDT 2026","Sat May 09 01:10:42 CDT 2026","13370","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v11","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v11","test_positive_flow_S894_v11","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:23:19 CDT 2026","Fri May 08 23:23:24 CDT 2026","5050","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v198)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v198_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v198_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:22:37 CDT 2026","Sat May 09 02:22:51 CDT 2026","14153","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v55","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v55","test_positive_flow_S178_v55","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:02:03 CDT 2026","Sat May 09 01:02:16 CDT 2026","12920","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] OVERFLOW (v27)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v27_fault_Root1_OVERFLOW","test_negative_flow_S894_v27_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:33:38 CDT 2026","Sat May 09 00:33:52 CDT 2026","13501","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Valid] v12","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_positive_flow_S749_v12","test_positive_flow_S749_v12","Microservice test scenario with 1 steps."
"failed","Fri May 08 23:27:43 CDT 2026","Fri May 08 23:27:58 CDT 2026","14438","ts-order-other-service","Flow_Scenario_475 | POST /api/v1/orderOtherService/orderOther/refresh","[Fault: POST__api_v1_orderOtherService_orderOther_refresh] SPECIAL_CHARACTERS (v263)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_475","test_negative_flow_S475_v263_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S475_v263_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:21:03 CDT 2026","Sat May 09 01:21:16 CDT 2026","13510","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Fault: GET__api_v1_consignservice_consigns_order__id_] SPECIAL_CHARACTERS (v66)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_negative_flow_S894_v66_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S894_v66_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:42:59 CDT 2026","Sat May 09 00:43:08 CDT 2026","9253","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v138)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v138_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v138_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:10:33 CDT 2026","Sat May 09 02:10:46 CDT 2026","13008","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SPECIAL_CHARACTERS (v145)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v145_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S3_v145_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:42:50 CDT 2026","Sat May 09 00:42:59 CDT 2026","9363","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v52)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v52_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v52_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:34:53 CDT 2026","Sat May 09 00:35:02 CDT 2026","9282","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Valid] v20","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_positive_flow_S749_v20","test_positive_flow_S749_v20","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:19:05 CDT 2026","Sat May 09 02:19:19 CDT 2026","13534","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v39","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v39","test_positive_flow_S178_v39","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:34:05 CDT 2026","Sat May 09 02:34:15 CDT 2026","9394","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Explore 502]","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v6_explore_502","test_positive_flow_S178_v6_explore_502","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:03:20 CDT 2026","Sat May 09 01:03:33 CDT 2026","12301","ts-consign-service","Flow_Scenario_894 | GET /api/v1/consignservice/consigns/order/{id}","[Valid] v6","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_894","test_positive_flow_S894_v6","test_positive_flow_S894_v6","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:31:43 CDT 2026","Sat May 09 00:31:48 CDT 2026","5144","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v51)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v51_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v51_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:42:12 CDT 2026","Sat May 09 00:42:17 CDT 2026","5087","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SEMANTIC_MISMATCH (v57)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v57_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S749_v57_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:54:54 CDT 2026","Sat May 09 01:55:07 CDT 2026","13005","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] OVERFLOW (v82)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v82_fault_Root1_OVERFLOW","test_negative_flow_S3_v82_fault_Root1_OVERFLOW","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:11:34 CDT 2026","Sat May 09 00:11:43 CDT 2026","9325","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v52)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v52_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v52_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 02:19:45 CDT 2026","Sat May 09 02:19:58 CDT 2026","13166","ts-admin-basic-info-service","Flow_Scenario_178 | PUT /api/v1/adminbasicservice/adminbasic/trains","[Valid] v42","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_178","test_positive_flow_S178_v42","test_positive_flow_S178_v42","Microservice test scenario with 1 steps."
"passed","Sat May 09 02:05:22 CDT 2026","Sat May 09 02:05:36 CDT 2026","13402","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v90)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v90_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v90_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 00:32:45 CDT 2026","Sat May 09 00:32:50 CDT 2026","5091","ts-travel2-service","Flow_Scenario_749 | POST /api/v1/travel2service/trips/left","[Fault: POST__api_v1_travel2service_trips_left] SPECIAL_CHARACTERS (v64)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_749","test_negative_flow_S749_v64_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S749_v64_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"failed","Sat May 09 01:28:45 CDT 2026","Sat May 09 01:28:57 CDT 2026","12315","ts-admin-basic-info-service","Flow_Scenario_994 | PUT /api/v1/adminbasicservice/adminbasic/stations","[Valid] v35","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_994","test_positive_flow_S994_v35","test_positive_flow_S994_v35","Microservice test scenario with 1 steps."
"failed","Sat May 09 00:18:59 CDT 2026","Sat May 09 00:19:11 CDT 2026","12830","ts-travel-plan-service","Flow_Scenario_276 | POST /api/v1/travelplanservice/travelPlan/cheapest","[Fault: POST__api_v1_travelplanservice_travelPlan_cheapest] SPECIAL_CHARACTERS (v113)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_276","test_negative_flow_S276_v113_fault_Root1_SPECIAL_CHARACTERS","test_negative_flow_S276_v113_fault_Root1_SPECIAL_CHARACTERS","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:49:26 CDT 2026","Sat May 09 01:49:39 CDT 2026","13236","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] SEMANTIC_MISMATCH (v73)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v73_fault_Root1_SEMANTIC_MISMATCH","test_negative_flow_S3_v73_fault_Root1_SEMANTIC_MISMATCH","Microservice test scenario with 1 steps."
"passed","Sat May 09 01:33:42 CDT 2026","Sat May 09 01:33:56 CDT 2026","13471","ts-admin-basic-info-service","Flow_Scenario_3 | POST /api/v1/adminbasicservice/adminbasic/trains","[Fault: POST__api_v1_adminbasicservice_adminbasic_trains] TYPE_MISMATCH (v112)","trainticket_twostage_test.TrainTicketTwoStageTest_1778271990929.Flow_Scenario_3","test_negative_flow_S3_v112_fault_Root1_TYPE_MISMATCH","test_negative_flow_S3_v112_fault_Root1_TYPE_MISMATCH","Microservice test scenario with 1 steps."
